time, min1, min5, min15, min30, h1
2018-06-07 23:23:00,0.0,0.0,0.0,0.0,0.0
2018-06-07 23:24:00,-0.47216210899076705,0.0,0.0,0.0,0.0
2018-06-07 23:25:00,0.33333333333334014,0.0,0.0,0.0,0.0
2018-06-07 23:26:00,0.0,0.0,0.0,0.0,0.0
2018-06-07 23:27:00,0.1956947162426616,0.0,0.0,0.0,0.0
2018-06-07 23:28:00,-0.27472527472526626,-0.21585557299842814,0.0,0.0,0.0
2018-06-07 23:29:00,-0.13755158184319785,0.11790135586560127,0.0,0.0,0.0
2018-06-07 23:30:00,0.07853917141173296,-0.13744354997055447,0.0,0.0,0.0
2018-06-07 23:31:00,0.0,-0.13744354997055447,0.0,0.0,0.0
2018-06-07 23:32:00,-0.43383947939262074,-0.7690790771051104,0.0,0.0,0.0
2018-06-07 23:33:00,-0.01972386587770986,-0.512820512820522,0.0,0.0,0.0
2018-06-07 23:34:00,0.6272050176401373,0.254802038416301,0.0,0.0,0.0
2018-06-07 23:35:00,-0.393545848091303,-0.21645021645021445,0.0,0.0,0.0
2018-06-07 23:36:00,-0.454635303419642,-0.6720695789681673,0.0,0.0,0.0
2018-06-07 23:37:00,-0.817058589079313,-1.0561976883220348,0.0,0.0,0.0
2018-06-07 23:38:00,1.0646687697160806,0.039432176656147074,-0.6900630914826614,0.0,0.0
2018-06-07 23:39:00,-0.09867771857113576,-0.6907440299980161,-0.31576869942765634,0.0,0.0
2018-06-07 23:40:00,0.0,-0.2960331557134292,-0.6512729425695618,0.0,0.0
2018-06-07 23:41:00,-0.079004542761222,0.07900454276120007,-0.7307920205411883,0.0,0.0
2018-06-07 23:42:00,0.03948667324777453,0.9279368213227892,-0.8884501480750364,0.0,0.0
2018-06-07 23:43:00,0.0,-0.13820335636723277,-0.6120434353405929,0.0,0.0
2018-06-07 23:44:00,-0.039502271380600036,-0.079004542761222,-0.5135295279478662,0.0,0.0
2018-06-07 23:45:00,0.01974723538704364,-0.05924170616115284,-0.5726698262243314,0.0,0.0
2018-06-07 23:46:00,0.21674876847290445,0.2364532019704392,-0.35467980295566975,0.0,0.0
2018-06-07 23:47:00,-0.0788799053441049,0.11831985801617924,0.0,0.0,0.0
2018-06-07 23:48:00,-0.05919494869770461,0.059194948697726506,-0.03946329913180307,0.0,0.0
2018-06-07 23:49:00,-0.11853022520743678,-0.019755037534569142,-0.7902015013828534,0.0,0.0
2018-06-07 23:50:00,0.31508467900749226,0.2756990941315612,-0.07877116975186214,0.0,0.0
2018-06-07 23:51:00,-0.019696671262554456,0.039393342525130784,0.35454008272602394,0.0,0.0
2018-06-07 23:52:00,-0.3359683794466472,-0.21739130434782408,0.830039525691696,0.0,0.0
2018-06-07 23:53:00,0.01975894092076447,-0.13831258644537323,-0.21734835012843112,-0.9089112823552754,0.0
2018-06-07 23:54:00,-0.11869436201781307,-0.13847675568744489,-0.23738872403562614,-0.5539070227497577,0.0
2018-06-07 23:55:00,0.019778481012678005,-0.435126582278477,-0.2175632911392385,-0.870253164556954,0.0
2018-06-07 23:56:00,0.45284504823783595,0.03937783028154715,0.31502264225242094,-0.41346721795628877,0.0
2018-06-07 23:57:00,-0.2170481452249388,0.15785319652723417,0.059194948697726506,-0.8287292817679521,0.0
2018-06-07 23:58:00,0.07886435331229415,0.21687697160883082,0.13801261829653666,-0.4731861198738306,0.0
2018-06-07 23:59:00,0.019712201852944804,0.3548196333530502,0.19712201852946995,-0.3153952296471606,0.0
2018-06-08 00:00:00,0.05910165484635106,0.39401103230890494,0.23640661938536048,-0.3349093774625539,0.0
2018-06-08 00:01:00,0.019696671262554456,-0.03939334252510891,0.039393342525130784,-0.31514674020089317,0.0
2018-06-08 00:02:00,0.07872466049989292,0.2558551466246739,0.19681165124975417,0.19681165124975417,0.0
2018-06-08 00:03:00,0.03934684241589179,0.21640763328742674,0.29510131811921025,0.2557544757033185,0.0
2018-06-08 00:04:00,-0.0787556605630943,0.1181334908446633,0.33471155739319447,-0.45284504823783595,0.0
2018-06-08 00:05:00,0.3140333660451295,0.37291462217858723,0.33366045142294876,0.25515210991167186,0.0
2018-06-08 00:06:00,-0.47327943206467316,-0.11831985801617924,-0.11831985801617924,0.23663971603233658,0.0
2018-06-08 00:07:00,0.21645021645021445,0.019677292404562965,0.4329004329004289,1.259346713892161,0.0
2018-06-08 00:08:00,0.019673421207945897,0.0,0.4328152665748535,0.21640763328742674,0.0
2018-06-08 00:09:00,-0.05905511811022972,0.01968503937007657,0.49212598425197984,0.2559055118110173,0.0
2018-06-08 00:10:00,-0.03938558487593107,-0.33477747144543596,0.4332414336352855,0.21662071681764275,0.0
2018-06-08 00:11:00,0.07870916961825186,0.21645021645021445,0.059031877213688896,0.37386855568674,0.0
2018-06-08 00:12:00,-0.1774098166765251,-0.1774098166765251,0.09856100926472403,0.1576976148235803,0.0
2018-06-08 00:13:00,0.29481132075472816,0.09827044025158332,0.3144654088050404,0.4520440251572484,0.0
2018-06-08 00:14:00,0.11778563015310836,0.2748331370239413,0.4122497055359229,0.6085590891244586,0.0
2018-06-08 00:15:00,-0.33484341146344765,-0.019696671262554456,0.019696671262554456,0.25605672641325167,0.0
2018-06-08 00:16:00,-0.01970055161544306,-0.11820330969265835,-0.01970055161544306,0.019700551615464933,0.0
2018-06-08 00:17:00,-0.1973943939992106,-0.13817607579943206,-0.2960915909988049,-0.09869719699959432,0.0
2018-06-08 00:18:00,0.177339901477813,-0.25615763546799586,-0.1576354679803001,0.13793103448274346,0.0
2018-06-08 00:19:00,-0.13812154696131074,-0.5130228887134838,-0.2170481452249388,0.11838989739543111,0.0
2018-06-08 00:20:00,-0.3365670164323965,-0.514749554543664,-0.8711146307661769,-0.5345476143338024,0.0
2018-06-08 00:21:00,0.31576869942767827,-0.17761989342806628,-0.0789421748569086,-0.19735543714229342,0.0
2018-06-08 00:22:00,-0.019739439399918866,0.0,-0.3158310303987238,0.11843663639953511,0.0
2018-06-08 00:23:00,0.09859988168013113,-0.0788799053441049,-0.23663971603233658,0.19719976336028414,-0.7099191480970317
2018-06-08 00:24:00,-0.27684397864345595,-0.21752026893414864,-0.4548151077713998,0.03954913980622681,-0.514138817480707
2018-06-08 00:25:00,0.19735543714229342,0.31576869942767827,-0.21709098085652057,0.21709098085652057,-0.6512729425695618
2018-06-08 00:26:00,0.0985804416403677,0.0985804416403677,-0.19716088328075726,-0.13801261829653666,-0.5520504731861248
2018-06-08 00:27:00,-0.019719976336026224,0.09859988168013113,-0.03943995267205245,0.05915992900807867,-0.7690790771051104
2018-06-08 00:28:00,-0.05919494869770461,-0.05919494869770461,-0.39463299131807456,-0.07892659826360614,-0.5524861878453087
2018-06-08 00:29:00,-0.01973554371422715,0.19735543714229342,-0.532859680284177,-0.11841326228536292,-0.43418196171304113
2018-06-08 00:30:00,-0.17793594306050056,-0.17793594306050056,-0.3756425464610543,-0.3558718861210011,-0.6919731119019271
2018-06-08 00:31:00,0.05927682276229341,-0.21734835012843112,-0.2963841138115109,-0.31614305473227544,-0.6322861094645289
2018-06-08 00:32:00,0.09869719699961625,-0.09869719699959432,0.0,-0.2960915909988049,-0.09869719699959432
2018-06-08 00:33:00,-0.059253407070921985,-0.09875567845152203,-0.23701362828362216,-0.3950227138060442,-0.13825794983212206
2018-06-08 00:34:00,0.13806706114399092,0.05917159763312958,0.03944773175541972,-0.17751479289941063,-0.6311637080867811
2018-06-08 00:35:00,-0.07895775759967547,0.15791551519937283,0.2960915909988268,-0.5724437425976909,-0.3158310303987238
2018-06-08 00:36:00,-0.1185770750988231,-0.019762845849800193,-0.1383399209486233,-0.21739130434782408,0.019762845849800193
2018-06-08 00:37:00,0.0,-0.1185770750988231,-0.1185770750988231,-0.43478260869564817,0.830039525691696
2018-06-08 00:38:00,0.15785319652723417,0.09865824782952959,-0.05919494869770461,-0.2959747434885449,-0.07892659826360614
2018-06-08 00:39:00,-0.21752026893414864,-0.2570694087403535,0.0,-0.4548151077713998,-0.19774569903104625
2018-06-08 00:40:00,0.03953350464518244,-0.13836726625816048,-0.1581340185807517,-0.3755682941292771,-0.1581340185807517
2018-06-08 00:41:00,0.11846001974332358,0.09871668311943632,-0.13820335636723277,-0.3356367226061273,0.03948667324777453
2018-06-08 00:42:00,-0.01974723538704364,0.07898894154817455,-0.1382306477093274,-0.17772511848341468,-0.01974723538704364
2018-06-08 00:43:00,0.0,-0.07898894154819648,-0.07898894154819648,-0.4739336492891132,-0.01974723538704364
2018-06-08 00:44:00,0.07892659826362805,0.2170481452249388,0.019731649565901534,-0.5130228887134838,0.09865824782952959
2018-06-08 00:45:00,-0.1581027667984235,0.019762845849800193,0.039525691699600386,-0.3359683794466472,-0.07905138339920077
2018-06-08 00:46:00,-0.03954132068010636,-0.13839462238037226,-0.05931198102015954,-0.3558718861210011,-0.336101225780926
2018-06-08 00:47:00,0.13820335636721084,0.019743336623887265,-0.019743336623909185,-0.019743336623909185,-0.11846001974334551
2018-06-08 00:48:00,0.0789110278161505,0.09863878477018267,0.11836654172421482,-0.11836654172419292,0.01972775695403215
2018-06-08 00:49:00,0.1379038613081233,0.15760441292356636,0.11820330969268024,0.15760441292356636,0.2758077226162466
2018-06-08 00:50:00,-0.11834319526628106,0.1972386587771205,0.07889546351083944,0.3747534516765311,-0.15779092702170078
2018-06-08 00:51:00,0.2164928163747274,0.452666797874428,0.41330446762448153,0.27553631174964704,0.07872466049989292
2018-06-08 00:52:00,-0.03937783028154715,0.27564481197087376,0.37408938767474165,0.25595589683007836,0.37408938767474165
2018-06-08 00:53:00,0.01968503937007657,0.21653543307086415,0.23622047244094072,0.177165354330711,0.37401574803149856
