time, min1, min5, min15, min30, h1
2018-06-07 02:55:00,0.0,0.0,0.0,0.0,0.0
2018-06-07 02:56:00,0.0,0.0,0.0,0.0,0.0
2018-06-07 02:57:00,0.0,0.0,0.0,0.0,0.0
2018-06-07 02:58:00,0.0,0.0,0.0,0.0,0.0
2018-06-07 02:59:00,0.0,0.0,0.0,0.0,0.0
2018-06-07 03:00:00,0.0,0.0,0.0,0.0,0.0
2018-06-07 03:01:00,0.0,0.0,0.0,0.0,0.0
2018-06-07 03:02:00,0.0,0.0,0.0,0.0,0.0
2018-06-07 03:03:00,0.0,0.0,0.0,0.0,0.0
2018-06-07 03:04:00,0.0,0.0,0.0,0.0,0.0
2018-06-07 03:05:00,0.0,0.0,0.0,0.0,0.0
2018-06-07 03:06:00,0.0,0.0,0.0,0.0,0.0
2018-06-07 03:07:00,0.0,0.0,0.0,0.0,0.0
2018-06-07 03:08:00,0.0,0.0,0.0,0.0,0.0
2018-06-07 03:09:00,0.0,0.0,0.0,0.0,0.0
2018-06-07 03:10:00,0.0,0.0,0.0,0.0,0.0
2018-06-07 03:11:00,0.0,0.0,0.0,0.0,0.0
2018-06-07 03:12:00,0.0,0.0,0.0,0.0,0.0
2018-06-07 03:13:00,0.0,0.0,0.0,0.0,0.0
2018-06-07 03:14:00,0.0,0.0,0.0,0.0,0.0
2018-06-07 03:15:00,0.0,0.0,0.0,0.0,0.0
2018-06-07 03:16:00,0.0,0.0,0.0,0.0,0.0
2018-06-07 03:17:00,0.0,0.0,0.0,0.0,0.0
2018-06-07 03:18:00,0.0,0.0,0.0,0.0,0.0
2018-06-07 03:19:00,0.0,0.0,0.0,0.0,0.0
2018-06-07 03:20:00,0.0,0.0,0.0,0.0,0.0
2018-06-07 03:21:00,0.0,0.0,0.0,0.0,0.0
2018-06-07 03:22:00,0.0,0.0,0.0,0.0,0.0
2018-06-07 03:23:00,0.0,0.0,0.0,0.0,0.0
2018-06-07 03:24:00,0.0,0.0,0.0,0.0,0.0
2018-06-07 03:25:00,-0.12135922330096592,-0.12135922330096592,-0.12135922330096592,-0.12135922330096592,0.0
2018-06-07 03:26:00,0.0,-0.12135922330096592,-0.12135922330096592,-0.12135922330096592,0.0
2018-06-07 03:27:00,0.0,-0.12135922330096592,-0.12135922330096592,-0.12135922330096592,0.0
2018-06-07 03:28:00,0.0,-0.12135922330096592,-0.12135922330096592,-0.12135922330096592,0.0
2018-06-07 03:29:00,0.0,-0.12135922330096592,-0.12135922330096592,-0.12135922330096592,0.0
2018-06-07 03:30:00,0.0,0.0,-0.12135922330096592,-0.12135922330096592,0.0
2018-06-07 03:31:00,0.0,0.0,-0.12135922330096592,-0.12135922330096592,0.0
2018-06-07 03:32:00,0.0,0.0,-0.12135922330096592,-0.12135922330096592,0.0
2018-06-07 03:33:00,0.0,0.0,-0.12135922330096592,-0.12135922330096592,0.0
2018-06-07 03:34:00,0.0,0.0,-0.12135922330096592,-0.12135922330096592,0.0
2018-06-07 03:35:00,0.0,0.0,-0.12135922330096592,-0.12135922330096592,0.0
2018-06-07 03:36:00,0.0,0.0,-0.12135922330096592,-0.12135922330096592,0.0
2018-06-07 03:37:00,0.0,0.0,-0.12135922330096592,-0.12135922330096592,0.0
2018-06-07 03:38:00,0.0,0.0,-0.12135922330096592,-0.12135922330096592,0.0
2018-06-07 03:39:00,0.0,0.0,-0.12135922330096592,-0.12135922330096592,0.0
2018-06-07 03:40:00,0.0,0.0,0.0,-0.12135922330096592,0.0
2018-06-07 03:41:00,0.0,0.0,0.0,-0.12135922330096592,0.0
2018-06-07 03:42:00,0.0,0.0,0.0,-0.12135922330096592,0.0
2018-06-07 03:43:00,0.0,0.0,0.0,-0.12135922330096592,0.0
2018-06-07 03:44:00,0.0,0.0,0.0,-0.12135922330096592,0.0
2018-06-07 03:45:00,0.0,0.0,0.0,-0.12135922330096592,0.0
